,Categoria,Url_Categoria,Nombre_Curso,URL_Curso
210,dna,https://www.edx.org/learn/dna,Graph Algorithms in Genome Sequencing,https://www.edx.org/course/graph-algorithms-in-genome-sequencing
211,dna,https://www.edx.org/learn/dna,Molecular Biology - Part 2: Transcription and Transposition,https://www.edx.org/course/molecular-biology-part-2-transcription-and-transposition
212,dna,https://www.edx.org/learn/dna,Case Studies in Functional Genomics,https://www.edx.org/course/case-studies-in-functional-genomics
213,dna,https://www.edx.org/learn/dna,Molecular Foundations of Medicine,https://www.edx.org/course/molecular-foundations-of-medicine
214,dna,https://www.edx.org/learn/dna,Advanced Bioconductor,https://www.edx.org/course/advanced-bioconductor
215,dna,https://www.edx.org/learn/dna,"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",https://www.edx.org/course/bioethics-the-law-medicine-and-ethics-of-reproduct
216,drugs,https://www.edx.org/learn/drugs,Antimicrobial Stewardship: Improving Clinical Outcomes By Optimization of Antibiotic Practices,https://www.edx.org/course/antimicrobial-stewardship-improving-clinical-outcomes-by-optimization-of-antibiotic-practices
217,drugs,https://www.edx.org/learn/drugs,The Opioid Crisis in America,https://www.edx.org/course/the-opioid-crisis-in-america
218,drugs,https://www.edx.org/learn/drugs,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",https://www.edx.org/course/prescription-drug-regulation-cost-and-access-curre
219,drugs,https://www.edx.org/learn/drugs,Managing Addiction: A Framework for Successful Treatment,https://www.edx.org/course/managing-addiction-a-framework-for-successful-trea
220,drugs,https://www.edx.org/learn/drugs,Drug Discovery & Medicinal Chemistry,https://www.edx.org/course/med-001
221,drugs,https://www.edx.org/learn/drugs,Introduction to Pharmacology,https://www.edx.org/course/introduction-to-pharmacology
222,drugs,https://www.edx.org/learn/drugs,Medical Cannabis,https://www.edx.org/course/medical-cannabis
223,drugs,https://www.edx.org/learn/drugs,Principles of Biochemistry,https://www.edx.org/course/principles-of-biochemistry
224,evolution,https://www.edx.org/learn/evolution,Evaluating Animal Breeding Programmes,https://www.edx.org/course/evaluating-animal-breeding-programmes-2
225,evolution,https://www.edx.org/learn/evolution,DNA: Biology’s Genetic Code,https://www.edx.org/course/dna-biologys-genetic-code
226,evolution,https://www.edx.org/learn/evolution,"One Planet, One Ocean",https://www.edx.org/course/one-planet-one-ocean
227,evolution,https://www.edx.org/learn/evolution,Epidemics I,https://www.edx.org/course/epidemics-i
228,evolution,https://www.edx.org/learn/evolution,Epidemics II,https://www.edx.org/course/epidemics-ii
229,evolution,https://www.edx.org/learn/evolution,Graph Algorithms in Genome Sequencing,https://www.edx.org/course/graph-algorithms-in-genome-sequencing
230,genetics,/learn/genetics,,
231,health-wellness,https://www.edx.org/learn/health-wellness,Staying Fit,https://www.edx.org/course/staying-fit
232,health-wellness,https://www.edx.org/learn/health-wellness,Mental Health and Nutrition,https://www.edx.org/course/mental-health-and-nutrition
233,health-wellness,https://www.edx.org/learn/health-wellness,Introduction to Lifestyle Medicine,https://www.edx.org/course/introduction-to-lifestyle-medicine
234,health-wellness,https://www.edx.org/learn/health-wellness,Music For Wellness,https://www.edx.org/course/music-for-wellness
235,health-wellness,https://www.edx.org/learn/health-wellness,Plant Based Diets: Food for a Sustainable Future,https://www.edx.org/course/plant-based-diets-food-for-a-sustainable-future
236,health-wellness,https://www.edx.org/learn/health-wellness,Remotely Humorous: Build Joyful and Resilient Virtual Teams with Humor,https://www.edx.org/professional-certificate/humorx-remotely-humorous
237,health-wellness,https://www.edx.org/learn/health-wellness,Medical Cannabis,https://www.edx.org/course/medical-cannabis
238,health-wellness,https://www.edx.org/learn/health-wellness,Master’s Degree in Nutritional Sciences,https://www.edx.org/masters/online-master-in-nutritional-sciences-utaustin
239,health-wellness,https://www.edx.org/learn/health-wellness,Applying Health Coaching in Patient Care,https://www.edx.org/course/applying-health-coaching-in-patient-care
240,health-wellness,https://www.edx.org/learn/health-wellness,Population Health: Disease Prevention and Management,https://www.edx.org/course/population-health-disease-prevention-and-managemen
241,health-wellness,https://www.edx.org/learn/health-wellness,"Food, Nutrition and Health",https://www.edx.org/professional-certificate/wageningenx-food-nutrition-and-health
242,health-wellness,https://www.edx.org/learn/health-wellness,Nutrition and Disease,https://www.edx.org/professional-certificate/wageningenx-nutrition-diseases
243,health-wellness,https://www.edx.org/learn/health-wellness,How We See the World: Visual Function and Eye Health,https://www.edx.org/course/how-we-see-the-world-visual-function-and-eye-health
244,health-wellness,https://www.edx.org/learn/health-wellness,The Science of Generosity: Do Good…Feel Good,https://www.edx.org/course/the-science-of-generosity-do-goodfeel-good
245,health-wellness,https://www.edx.org/learn/health-wellness,Intimate Partner Violence (IPV): Interprofessional Strategies for Prevention and Response,https://www.edx.org/course/intimate-partner-violence-ipv
246,health-wellness,https://www.edx.org/learn/health-wellness,Understanding and Changing Health Behaviors,https://www.edx.org/course/health-behaviors-from-individuals-to-larger-contexts
247,health-wellness,https://www.edx.org/learn/health-wellness,Well and Able - Improving the Physical Health of People with Intellectual Disability,https://www.edx.org/course/well-and-able-improving-the-physical-health-of-peo
248,health-wellness,https://www.edx.org/learn/health-wellness,The Psychology of Emotions: An Introduction to Embodied Cognition,https://www.edx.org/course/introduction-to-emotional-and-social-embodied-cognition
249,human-anatomy,/learn/human-anatomy,,
250,human-biology,https://www.edx.org/learn/human-biology,Advanced Cardiac Imaging: Cardiac Magnetic Resonance (CMR),https://www.edx.org/course/advanced-cardiac-imaging-cardiac-magnetic-resonance-cmr
251,human-brain,https://www.edx.org/learn/human-brain,"Fundamentals of Neuroscience, Part 3: The Brain",https://www.edx.org/course/fundamentals-of-neuroscience-part-3-the-brain
252,human-brain,https://www.edx.org/learn/human-brain,How We See the World: Visual Function and Eye Health,https://www.edx.org/course/how-we-see-the-world-visual-function-and-eye-health
253,human-brain,https://www.edx.org/learn/human-brain,Learn Like a Pro: Science-Based Tools to Become Better at Anything,https://www.edx.org/course/llap
254,immunology,https://www.edx.org/learn/immunology,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",https://www.edx.org/course/viruses-how-to-beat-them-cells-immunity-vaccines
255,life-sciences,/learn/life-sciences,,
256,medicine,/learn/medicine,,
257,microbiology,/learn/microbiology,,
258,microscopy,https://www.edx.org/learn/microscopy,Image Processing and Analysis for Life Scientists,https://www.edx.org/course/image-processing-and-analysis-for-life-scientists
259,microscopy,https://www.edx.org/learn/microscopy,Cement Chemistry and Sustainable Cementitious Materials,https://www.edx.org/course/cement-chemistry-and-sustainable-cementitious-mate
260,molecular-biology,/learn/molecular-biology,,
261,natural-sciences,https://www.edx.org/learn/natural-sciences,Astrophysics,https://www.edx.org/xseries/astrophysics
262,natural-sciences,https://www.edx.org/learn/natural-sciences,Natural Resources for Sustainable Development,https://www.edx.org/course/natural-resources-for-sustainable-development
263,natural-sciences,https://www.edx.org/learn/natural-sciences,Landscape Ecology,https://www.edx.org/course/landscape-ecology
264,natural-sciences,https://www.edx.org/learn/natural-sciences,"One Planet, One Ocean",https://www.edx.org/course/one-planet-one-ocean
265,natural-sciences,https://www.edx.org/learn/natural-sciences,Age of Sustainable Development,https://www.edx.org/course/age-of-sustainable-development
266,natural-sciences,https://www.edx.org/learn/natural-sciences,Climate Change: The Science and Global Impact,https://www.edx.org/course/climate-change-the-science-and-global-impact
267,natural-sciences,https://www.edx.org/learn/natural-sciences,Climate Change Science and Negotiations,https://www.edx.org/course/climate-change-science-and-negotiations
268,natural-sciences,https://www.edx.org/learn/natural-sciences,Environmental Management for Sustainability,https://www.edx.org/professional-certificate/usmx-environmental-management-for-sustainability
269,nervous-system,https://www.edx.org/learn/nervous-system,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.edx.org/course/fundamentals-of-neuroscience-part-1-the-electrical
270,nervous-system,https://www.edx.org/learn/nervous-system,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",https://www.edx.org/course/fundamentals-of-neuroscience-part-2-neurons-and-ne
271,nervous-system,https://www.edx.org/learn/nervous-system,"Fundamentals of Neuroscience, Part 3: The Brain",https://www.edx.org/course/fundamentals-of-neuroscience-part-3-the-brain
272,nervous-system,https://www.edx.org/learn/nervous-system,Fundamentals of Neuroscience,https://www.edx.org/xseries/harvardx-fundamentals-of-neuroscience
273,nervous-system,https://www.edx.org/learn/nervous-system,Anatomy,https://www.edx.org/xseries/anatomy
274,nervous-system,https://www.edx.org/learn/nervous-system,Medical Cannabis,https://www.edx.org/course/medical-cannabis
275,nervous-system,https://www.edx.org/learn/nervous-system,How We See the World: Visual Function and Eye Health,https://www.edx.org/course/how-we-see-the-world-visual-function-and-eye-health
276,nervous-system,https://www.edx.org/learn/nervous-system,The Psychology of Emotions: An Introduction to Embodied Cognition,https://www.edx.org/course/introduction-to-emotional-and-social-embodied-cognition
277,neuroscience,https://www.edx.org/learn/neuroscience,Fundamentals of Neuroscience,https://www.edx.org/xseries/harvardx-fundamentals-of-neuroscience
278,neuroscience,https://www.edx.org/learn/neuroscience,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",https://www.edx.org/course/fundamentals-of-neuroscience-part-1-the-electrical
279,neuroscience,https://www.edx.org/learn/neuroscience,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",https://www.edx.org/course/fundamentals-of-neuroscience-part-2-neurons-and-ne
280,neuroscience,https://www.edx.org/learn/neuroscience,"Fundamentals of Neuroscience, Part 3: The Brain",https://www.edx.org/course/fundamentals-of-neuroscience-part-3-the-brain
281,neuroscience,https://www.edx.org/learn/neuroscience,Computational Neuroscience: Neuronal Dynamics of Cognition,https://www.edx.org/course/computational-neuroscience-neuronal-dynamics-of-co
282,neuroscience,https://www.edx.org/learn/neuroscience,Simulation Neuroscience,https://www.edx.org/course/simulation-neuroscience
283,neuroscience,https://www.edx.org/learn/neuroscience,Cellular Mechanisms of Brain Function,https://www.edx.org/course/cellular-mechanisms-of-brain-function
284,neuroscience,https://www.edx.org/learn/neuroscience,Neuronal Dynamics,https://www.edx.org/course/neuronal-dynamics
285,neuroscience,https://www.edx.org/learn/neuroscience,The Multi-scale brain,https://www.edx.org/course/the-multi-scale-brain
286,neuroscience,https://www.edx.org/learn/neuroscience,Remotely Humorous: Build Joyful and Resilient Virtual Teams with Humor,https://www.edx.org/professional-certificate/humorx-remotely-humorous
287,neuroscience,https://www.edx.org/learn/neuroscience,Robot Development,https://www.edx.org/course/developmental-robotics
288,neuroscience,https://www.edx.org/learn/neuroscience,The Psychology of Emotions: An Introduction to Embodied Cognition,https://www.edx.org/course/introduction-to-emotional-and-social-embodied-cognition
289,nutrition,/learn/nutrition,,
290,pathophysiology,https://www.edx.org/learn/pathophysiology,"Food, Nutrition and Health",https://www.edx.org/professional-certificate/wageningenx-food-nutrition-and-health
291,pathophysiology,https://www.edx.org/learn/pathophysiology,Nutrition and Disease,https://www.edx.org/professional-certificate/wageningenx-nutrition-diseases
